Marca;Modelo;Versão;Ano;Estado;Cidade;Latitude;Longitude
VOLKSWAGEN;GOL;1.0 12V FLEX MEC COM 4P;2019;GO;Goiânia;-16,6799;-49,255
VOLKSWAGEN;GOL;1.0 12V FLEX MEC COM 4P;2020;GO;Goiânia;-16,6799;-49,255
VOLKSWAGEN;GOL;1.6 MSI 16V AT6 FLEX BAS 4P;2021;GO;Goiânia;-16,6799;-49,255
VOLKSWAGEN;GOL;TRENDLINE 1.6 8V(G6)(TOTALFLEX) MEC COM 4P;2018;GO;Aparecida de Goiânia;-16,8198;-49,2275
VOLKSWAGEN;NIVUS;HIGHLINE 200 1.0 12V TSI AT6 AUT COM 4P;2022;GO;Goiânia;-16,6799;-49,255
VOLKSWAGEN;POLO HATCH;1.0 12(TOTALFLEX) MEC COM 4P;2019;GO;Inhumas;-16,3575;-49,4997
VOLKSWAGEN;POLO HATCH;1.0 12(TOTALFLEX) MEC COM 4P;2020;GO;Aparecida de Goiânia;-16,8198;-49,2275
VOLKSWAGEN;POLO HATCH;200 1.0 12V(CONFORTLINE)(TOTALFLEX) AT6 MEC COMP 4P;2019;GO;Goiânia;-16,6799;-49,255
VOLKSWAGEN;SAVEIRO(C.DUPLA);CROSS 1.6 16V MSI(G6)(TOTALFLEX) MEC COM 2P;2019;GO;Goiânia;-16,6799;-49,255
VOLKSWAGEN;T-CROSS;200 1.0 TSI AT6 FLEX AUT COM 4P;2021;GO;Aparecida de Goiânia;-16,8198;-49,2275
VOLKSWAGEN;T-CROSS;HIGHLINE 250 1.4 TSI AT6 FLEX MEC COM 4P;2020;GO;Goiânia;-16,6799;-49,255
VOLKSWAGEN;UP!;TAKE 1.0 12V MEC COM 4P;2018;GO;Aparecida de Goiânia;-16,8198;-49,2275
VOLKSWAGEN;VIRTUS;200 1.0 12V(CONFORTLINE)(TOTALFLEX) AT6 MEC BAS 4P;2018;GO;Goiânia;-16,6799;-49,255
VOLKSWAGEN;VOYAGE;1.6 MSI 16V AT6 AUT BAS 4P;2019;GO;Aparecida de Goiânia;-16,8198;-49,2275
VOLKSWAGEN;VOYAGE;COMFORTLINE 1.0 12V(G6)(T.FLEX) MEC COM 4P;2018;GO;Varjão;-17,0469;-49,6331
RENAULT;KWID;OUTSIDER 1.0 12V SCE MEC COM 4P;2020;GO;Goiânia;-16,6799;-49,255
CITROEN;C4 CACTUS;SHINE PACK 1.6 THP 16V AT FLEX AUT COM 4P;2020;GO;Goiânia;-16,6799;-49,255
CHEVROLET;ONIX;1.0 12V MT6 MEC COM 4P;2023;MT;Cáceres;-16,0754;-57,681
CHEVROLET;ONIX;LT 1.0 12V MT6 MEC COM 4P;2023;MT;Cáceres;-16,0754;-57,681
CHEVROLET;ONIX;LT 1.0 12V MT6 MEC COM 4P;2023;MT;Cáceres;-16,0754;-57,681
CHEVROLET;ONIX;LT 1.0 8V MT6 ECO FLEX MEC COM 4P;2019;MT;Vale de São Domingos;-15,2939;-59,0658
CHEVROLET;ONIX;LTZ 1.0 TB 12V AT6 AUT COM 4P;2021;MT;Cáceres;-16,0754;-57,681
CHEVROLET;ONIX PLUS;LT 1.0 TB 12V MT6 MEC COM 4P;2020;MT;Cáceres;-16,0754;-57,681
CHEVROLET;ONIX PLUS;LTZ 1.0 TB 12V MT6 MEC BAS 4P;2023;MT;Cáceres;-16,0754;-57,681
CHEVROLET;ONIX PLUS;MP1175 LT 1.0 12V MT6 MEC BAS 4P;2023;MT;Pontes e Lacerda;-15,2219;-59,3433
CHEVROLET;ONIX PLUS;PREMIER 1.0 TB 12V AT6 AUT BAS 4P;2021;MT;Pontes e Lacerda;-15,2219;-59,3433
CITROEN;C4 CACTUS;FEEL 1.6 16V AT FLEX AUT BAS 4P;2022;MT;Rondonópolis;-16,4706;-54,6358
FIAT;ARGO;DRIVE 1.0 6V FIREFLY FLEX MEC BAS 4P;2023;MT;Cáceres;-16,0754;-57,681
FIAT;MOBI;LIKE 1.0 8V(FLEX) MEC BAS 4P;2023;MT;Cáceres;-16,0754;-57,681
FIAT;MOBI;LIKE 1.0 8V(FLEX) MEC COM 4P;2019;MT;Cáceres;-16,0754;-57,681
FIAT;MOBI;LIKE 1.0 8V(FLEX) MEC COM 4P;2023;MT;Pontes e Lacerda;-15,2219;-59,3433
HYUNDAI;HB20;COMFORT 1.0 MT5 MEC BAS 4P;2023;MT;Cáceres;-16,0754;-57,681
HYUNDAI;HB20;COMFORT 1.0 MT5 MEC COM 4P;2023;MT;Cáceres;-16,0754;-57,681
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;MT;Cáceres;-16,0754;-57,681
HYUNDAI;HB20S;VISION 1.6 16V MT6 MEC BAS 4P;2020;MT;Cáceres;-16,0754;-57,681
HYUNDAI;NEW IX35;2.0 16V AT AUT COM 4P;2017;MT;Cáceres;-16,0754;-57,681
NISSAN;KICKS;(NAC) SL 1.6 16V CVT FLEX AUT BAS 4P;2020;MT;Pontes e Lacerda;-15,2219;-59,3433
PEUGEOT;208;ACTIVE 1.6 16V AT6 AUT COM 4P;2023;MT;Cáceres;-16,0754;-57,681
RENAULT;DUSTER;ZEN 1.6 16V SCE MT6 MEC BAS 4P;2021;MT;Cáceres;-16,0754;-57,681
TOYOTA;YARIS SEDAN;XL PLUS CONNECT 1.5 16V CVT AUT COM 4P;2020;MT;Curvelândia;-15,6083;-57,9139
VOLKSWAGEN;AMAROK CD;HIGHLINE 4MOTION 3.0 TDI V6 AT AUT BAS 4P;2021;MT;Cáceres;-16,0754;-57,681
VOLKSWAGEN;FOX;XTREME 1.6 8V FLEX MEC BAS 4P;2019;MT;Pontes e Lacerda;-15,2219;-59,3433
VOLKSWAGEN;GOL;1.0 12V FLEX MEC COM 4P;2023;MT;Pontes e Lacerda;-15,2219;-59,3433
VOLKSWAGEN;GOL;1.0 12V FLEX MEC COM 4P;2023;MT;Cáceres;-16,0754;-57,681
VOLKSWAGEN;GOL;1.0 12V FLEX MEC COM 4P;2023;MT;Cáceres;-16,0754;-57,681
VOLKSWAGEN;NIVUS;HIGHLINE 200 1.0 12V TSI AT6 AUT BAS 4P;2022;MT;Pontes e Lacerda;-15,2219;-59,3433
VOLKSWAGEN;NIVUS;HIGHLINE 200 1.0 12V TSI AT6 AUT COM 4P;2021;MT;Pontes e Lacerda;-15,2219;-59,3433
VOLKSWAGEN;POLO HATCH;1.6 16V(TOTALFLEX) MEC COM 4P;2020;MT;Pontes e Lacerda;-15,2219;-59,3433
VOLKSWAGEN;SAVEIRO(CD);ROBUST 1.6 8V FLEX MEC BAS 2P;2019;MT;Pontes e Lacerda;-15,2219;-59,3433
VOLKSWAGEN;T-CROSS;200 1.0 TSI AT6 FLEX AUT COM 4P;2021;MT;Rio Branco;-15,2411;-58,1236
VOLKSWAGEN;T-CROSS;200 1.0 TSI AT6 FLEX AUT COM 4P;2021;MT;Pontes e Lacerda;-15,2219;-59,3433
VOLKSWAGEN;TAOS;HIGHLINE 250 1.4 TSI TB AT6 AUT BAS 4P;2022;MT;Cáceres;-16,0754;-57,681
VOLKSWAGEN;TAOS;HIGHLINE 250 1.4 TSI TB AT6 AUT BAS 4P;2022;MT;Cáceres;-16,0754;-57,681
VOLKSWAGEN;VIRTUS;1.6 16V(TOTALFLEX) MEC BAS 4P;2019;MT;Cáceres;-16,0754;-57,681
VOLKSWAGEN;VIRTUS;1.6 16V(TOTALFLEX) MEC BAS 4P;2022;MT;Cáceres;-16,0754;-57,681
VOLKSWAGEN;VIRTUS;200 1.0 12V(CONFORTLINE)(TOTALFLEX) AT6 MEC BAS 4P;2018;MT;Pontes e Lacerda;-15,2219;-59,3433
VOLKSWAGEN;VIRTUS;200 1.0 12V(CONFORTLINE)(TOTALFLEX) AT6 MEC COMP 4P;2021;MT;Cáceres;-16,0754;-57,681
VOLKSWAGEN;VOYAGE;1.0 12V FLEX MEC BAS 4P;2023;MT;Cáceres;-16,0754;-57,681
CHEVROLET;ONIX PLUS;LT 1.0 TB 12V AT6 AUT COM 4P;2021;MT;Sinop;-11,8604;-55,5091
FIAT;CRONOS;HGT 1.8 16V AT6 AUT COM 4P;2021;MT;Sinop;-11,8604;-55,5091
JEEP;RENEGADE;LONGITUDE 1.8 16V AT6 FLEX AUT COM 4P;2021;MT;Sinop;-11,8604;-55,5091
FIAT;STRADA(C.SIMPLES);ENDURANCE 1.4 8V(FLEX) MEC COM 2P;2021;MT;Porto Estrela;-15,3236;-57,2208
HONDA;HR-V;EXL-CVT 4X2 1.8 16V AUT BAS 4P;2020;MT;Curvelândia;-15,6083;-57,9139
VOLKSWAGEN;SAVEIRO CS;ROBUST G6 1.6 16V MSI MEC BAS 2P;2023;MT;Cáceres;-16,0754;-57,681
VOLKSWAGEN;TAOS;COMFORTLINE 250 1.4 TSI TB AT6 AUT COM 4P;2022;MT;Cáceres;-16,0754;-57,681
VOLKSWAGEN;VIRTUS;1.6 16V(TOTALFLEX) MEC BAS 4P;2021;MT;Cáceres;-16,0754;-57,681
CHEVROLET;ONIX PLUS;LTZ 1.0 TB 12V AT6 AUT COM 4P;2020;MT;Colíder;-10,8139;-55,4606
FIAT;MOBI;LIKE 1.0 8V(FLEX) MEC COM 4P;2023;MT;Sorriso;-12,5425;-55,7211
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2017;MT;Sinop;-11,8604;-55,5091
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2019;MT;Sinop;-11,8604;-55,5091
HYUNDAI;HB20;SENSE 1.0 12V MT5 MEC COM 4P;2020;MT;Sorriso;-12,5425;-55,7211
HYUNDAI;HB20;VISON 1.0 12V MT5 MEC COM 4P;2020;MT;Alta Floresta;-9,8756;-56,0861
HYUNDAI;HB20S;PREMIUM 1.6 16V AT6 AUT COM 4P;2019;MT;Primavera do Leste;-15,56;-54,2978
VOLKSWAGEN;VOYAGE;1.0 12V FLEX MEC COM 4P;2023;MT;Itaúba;-11,0619;-55,2017
CHEVROLET;ONIX;LT 1.0 12V MT6 MEC COM 4P;2020;RO;Ji-Paraná;-10,8814;-61,9517
CHEVROLET;ONIX;LT 1.0 8V MT6 ECO FLEX MEC BAS 4P;2019;RO;Pimenta Bueno;-11,6728;-61,1939
FIAT;ARGO;TREKKING 1.3 8V FIREFLY AUT COM 4P;2021;RO;Jaru;-10,4389;-62,4664
FIAT;MOBI;LIKE 1.0 8V(FLEX) MEC COM 4P;2021;RO;Ji-Paraná;-10,8814;-61,9517
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2020;RO;Ji-Paraná;-10,8814;-61,9517
HYUNDAI;HB20;COMFORT 1.0 12V MEC COM 4P;2018;RO;Ouro Preto do Oeste;-10,7481;-62,2158
HYUNDAI;HB20;COMFORT 1.0 12V MEC COM 4P;2018;RO;Porto Velho;-8,7619;-63,9039
HYUNDAI;HB20;COMFORT PLUS 1.6 16V AT6 AUT COM 4P;2019;RO;Ji-Paraná;-10,8814;-61,9517
HYUNDAI;HB20;COMFORT PLUS 1.6 16V MT6 MEC COM 4P;2018;MS;Campo Grande;-20,4697;-54,62
HYUNDAI;HB20;PREMIUM 1.6 16V AT6 AUT COM 4P;2018;RO;Ji-Paraná;-10,8814;-61,9517
HYUNDAI;HB20;SENSE 1.0 12V MT5 MEC COM 4P;2020;RO;Ji-Paraná;-10,8814;-61,9517
HYUNDAI;HB20;SENSE 1.0 12V MT5 MEC COM 4P;2021;RO;Ji-Paraná;-10,8814;-61,9517
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;RO;Vilhena;-12,7403;-60,1458
HYUNDAI;HB20S;PREMIUM 1.6 16V AT6 AUT COM 4P;2018;RO;São Francisco do Guaporé;-12,0528;-63,5689
HYUNDAI;HB20S;PREMIUM 1.6 16V AT6 AUT COM 4P;2019;RO;Ji-Paraná;-10,8814;-61,9517
HYUNDAI;HB20S;VISION 1.0 12V MT5 MEC COM 4P;2022;RO;Ji-Paraná;-10,8814;-61,9517
RENAULT;KWID;INTENSE 1.0 12V SCE MEC COM 4P;2019;RO;Costa Marques;-12,4469;-64,2289
VOLKSWAGEN;GOL;1.0 12V FLEX MEC COM 4P;2019;RO;Ji-Paraná;-10,8814;-61,9517
VOLKSWAGEN;T-CROSS;SENSE 200 1.0 TSI AT6 AUT COM 4P;2020;RO;Ji-Paraná;-10,8814;-61,9517
VOLKSWAGEN;VIRTUS;1.6 16V(TOTALFLEX) MEC COM 4P;2019;RO;Ji-Paraná;-10,8814;-61,9517
CITROEN;C4 LOUNGE;LIVE BUSINESS 1.6 THP 16V AT6 AUT BAS 4P;2019;MT;Rondonópolis;-16,4706;-54,6358
HYUNDAI;HB20;PLATINUM SAFETY 1.0 TGDI AT6 AUT COM 4P;2022;MT;Cangas;-15,9325;-54,3789
CHEVROLET;CRUZE;LT 1.4 TURBO(FLEX) MEC COM 4P;2022;MT;Sapezal;-13,5328;-58,7919
CHEVROLET;ONIX;LT 1.0 12V MT6 MEC COM 4P;2020;MT;Campo Novo do Parecis;-13,6747;-57,8931
CHEVROLET;ONIX;LT 1.0 8V MT6 ECO FLEX MEC BAS 4P;2019;MT;Pontes e Lacerda;-15,2219;-59,3433
CHEVROLET;ONIX;LT 1.0 8V MT6 ECO FLEX MEC COM 4P;2019;MT;Rondonópolis;-16,4706;-54,6358
CHEVROLET;PRISMA;LT 1.4 8V MT6 ECO FLEX MEC BAS 4P;2017;MT;Tangará da Serra;-14,6229;-57,4933
FIAT;ARGO;1.0 6V FIREFLY FLEX MEC COM 4P;2022;MT;Nova Olímpia;-14,7972;-57,2886
FIAT;ARGO;DRIVE 1.0 6V FIREFLY FLEX MEC BAS 4P;2023;MT;Tangará da Serra;-14,6229;-57,4933
FIAT;GRAND SIENA;ATTRACTIVE 1.0 8V FLEX MEC BAS 4P;2017;MT;Tangará da Serra;-14,6229;-57,4933
FIAT;MOBI;LIKE 1.0 8V(FLEX) MEC COM 4P;2022;MT;Tangará da Serra;-14,6229;-57,4933
FIAT;MOBI;TREKKING 1.0 8V MEC COM 4P;2023;MT;Nobres;-14,7203;-56,3275
FIAT;STRADA(C.SIMPLES);ENDURANCE 1.4 8V(FLEX) MEC COM 2P;2022;MT;Tangará da Serra;-14,6229;-57,4933
FORD;KA;SE 1.0 12V MEC COM 4P;2017;MT;Cáceres;-16,0754;-57,681
FORD;KA;SE 1.0 12V MEC COM 4P;2019;MT;Tangará da Serra;-14,6229;-57,4933
HONDA;NEW FIT;(N.GERACAO) LX- CVT 1.5 16V(FLEXONE) AUT BAS 4P;2017;MT;Tangará da Serra;-14,6229;-57,4933
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2020;MT;Tangará da Serra;-14,6229;-57,4933
HYUNDAI;CRETA;PULSE PLUS 1.6 16V AT6 FLEX AUT COM 4P;2019;MT;Cáceres;-16,0754;-57,681
HYUNDAI;CRETA;PULSE PLUS 1.6 16V AT6 FLEX AUT COM 4P;2019;MT;Tangará da Serra;-14,6229;-57,4933
HYUNDAI;HB20;COMFORT PLUS 1.0 12V FLEX MEC COM 4P;2018;MT;Tangará da Serra;-14,6229;-57,4933
HYUNDAI;HB20;EVOLUTION 1.0 12V MT5 MEC BAS 4P;2022;MT;Cáceres;-16,0754;-57,681
HYUNDAI;HB20;EVOLUTION 1.0 12V MT5 MEC COM 4P;2022;MT;Nova Olímpia;-14,7972;-57,2886
HYUNDAI;HB20;SENSE 1.0 12V MT5 MEC COM 4P;2021;MT;Nova Marilândia;-14,3636;-56,9708
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;MT;Santo Afonso;-14,4947;-57,0069
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;MT;Tangará da Serra;-14,6229;-57,4933
RENAULT;DUSTER;ZEN 1.6 16V SCE CVT X-TRONIC AUT COM 4P;2022;MT;Cáceres;-16,0754;-57,681
TOYOTA;ETIOS SEDAN;X PLUS 1.5 16V FLEX AUT COM 4P;2020;MT;Nova Guarita;-10,3128;-55,4061
VOLKSWAGEN;GOL;1.0 12V FLEX MEC COM 4P;2023;MT;Nova Olímpia;-14,7972;-57,2886
VOLKSWAGEN;GOL;SPECIAL 1.0 8V(G6)(TOTALFLEX) MEC BAS 4P;2016;MT;Tangará da Serra;-14,6229;-57,4933
VOLKSWAGEN;SAVEIRO CD;ROBUST G6 1.6 16V MSI MEC BAS 2P;2023;MT;Tangará da Serra;-14,6229;-57,4933
VOLKSWAGEN;T-CROSS;COMFORTLINE 200 1.0 TSI AT6 FLEX AUT COM 4P;2021;MT;Cáceres;-16,0754;-57,681
VOLKSWAGEN;TAOS;COMFORTLINE 250 1.4 TSI TB AT6 AUT BAS 4P;2022;MT;Tangará da Serra;-14,6229;-57,4933
VOLKSWAGEN;VIRTUS;1.6 MSI 16V AT6 AUT BAS 4P;2020;MT;Barra do Bugres;-15,075;-57,1878
VOLKSWAGEN;VOYAGE;COMFORTLINE 1.6 8V(G6)(TOTALFLEX) MEC COM 4P;2018;MT;Nova Marilândia;-14,3636;-56,9708
HYUNDAI;CRETA;ACTION 1.6 16V AT6 AUT COM 4P;2020;MT;Sinop;-11,8604;-55,5091
CHEVROLET;ONIX;(R7B) 1.0 TB 12V AT6 AUT BAS 4P;2022;MT;Sorriso;-12,5425;-55,7211
CHEVROLET;ONIX;1.0 12V MT6 MEC BAS 4P;2023;MT;Sinop;-11,8604;-55,5091
CHEVROLET;ONIX;LT 1.0 TB 12V AT6 AUT COM 4P;2020;MT;Colíder;-10,8139;-55,4606
CHEVROLET;ONIX PLUS;(R8B) 1.0 TB 12V AT6 AUT COM 4P;2021;MT;Sinop;-11,8604;-55,5091
FORD;KA;S 1.0 12V 4P MEC BAS 4P;2020;MT;Sinop;-11,8604;-55,5091
HYUNDAI;HB20;EVOLUTION 1.0 12V MT5 MEC COM 4P;2021;MT;Guarantã do Norte;-9,9478;-54,9089
HYUNDAI;HB20;VISION 1.6 16V MT6 MEC BAS 4P;2020;MT;Sinop;-11,8604;-55,5091
HYUNDAI;HB20S;EVOLUTION 1.0 12V MT5 MEC BAS 4P;2020;MT;Sinop;-11,8604;-55,5091
HYUNDAI;HB20S;EVOLUTION 1.0 TGDI 12V AT6 AUT COM 4P;2020;MT;Sinop;-11,8604;-55,5091
NISSAN;KICKS;(NAC) SL 1.6 16V CVT FLEX AUT BAS 4P;2020;MT;Feliz Natal;-12,385;-54,9228
HYUNDAI;HB20;SENSE 1.0 12V MT5 MEC COM 4P;2020;MT;Tangará da Serra;-14,6229;-57,4933
HYUNDAI;HB20S;UNIQUE 1.0 12V MEC BAS 4P;2019;MT;Tangará da Serra;-14,6229;-57,4933
CHEVROLET;ONIX;JOY BLACK EDITION 1.0 8V MT MEC COM 4P;2021;MT;Sinop;-11,8604;-55,5091
CHEVROLET;ONIX PLUS;LTZ(R8J) 1.0 TB 12V AT6 AUT BAS 4P;2020;MT;Sinop;-11,8604;-55,5091
CHEVROLET;ONIX PLUS;PLUS LT(R7L) 1.0 12V MT6 MEC COM 4P;2023;MT;Sinop;-11,8604;-55,5091
FIAT;ARGO;1.0 6V FIREFLY FLEX MEC COM 4P;2022;MT;Sinop;-11,8604;-55,5091
FIAT;CRONOS;DRIVE 1.3 8V FIREFLY FLEX MEC COM 4P;2022;MT;Lucas do Rio Verde;-13,0678;-55,9225
FIAT;CRONOS;PRECISION 1.8 16V AT6 FLEX AUT COM 4P;2021;MT;Cangas;-15,9325;-54,3789
FIAT;MOBI;LIKE 1.0 8V(FLEX) MEC COM 4P;2021;MT;Vera;-12,3017;-55,3042
FIAT;UNO EVO;ATTRACTIVE 1.0 8V (FLEX) MEC COM 4P;2021;MT;Sinop;-11,8604;-55,5091
HYUNDAI;CRETA;ACTION 1.6 16V AT6 AUT COM 4P;2021;MT;Sinop;-11,8604;-55,5091
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2018;MT;Cangas;-15,9325;-54,3789
HYUNDAI;HB20;COMFORT 1.0 12V MEC COM 4P;2017;MT;Sinop;-11,8604;-55,5091
HYUNDAI;HB20;COMFORT PLUS 1.0 12V FLEX MEC COM 4P;2018;MT;Sinop;-11,8604;-55,5091
HYUNDAI;HB20;COMFORT PLUS 1.6 16V MT6 MEC COM 4P;2017;MT;Sorriso;-12,5425;-55,7211
HYUNDAI;HB20;COMFORT STYLE 1.0 12V MT5 MEC COM 4P;2017;MT;Sinop;-11,8604;-55,5091
HYUNDAI;HB20;COMFORT STYLE 1.0 12V MT5 MEC COM 4P;2017;MT;Sinop;-11,8604;-55,5091
HYUNDAI;HB20;PREMIUM 1.6 16V AT6 AUT COM 4P;2019;MT;Sorriso;-12,5425;-55,7211
HYUNDAI;HB20;R SPEC AT 1.6 16V(FLEX) AUT COM 4P;2017;MT;Sinop;-11,8604;-55,5091
HYUNDAI;HB20;SENSE 1.0 12V MT5 MEC COM 4P;2020;MT;Sinop;-11,8604;-55,5091
HYUNDAI;HB20;SENSE 1.0 12V MT5 MEC COM 4P;2020;MT;Tapurah;-12,7208;-56,5022
HYUNDAI;HB20S;COMFORT PLUS 1.0 12V(FLEX) MT5 COM 4P;2019;MT;Juara;-11,2639;-57,5244
HYUNDAI;HB20S;COPA DO MUNDO FIFA 2018 1.0 12V FLEX AUT BAS 4P;2019;MT;Porto dos Gaúchos;-11,5197;-57,4139
HYUNDAI;HB20S;VISION 1.0 12V MT5 MEC COM 4P;2020;MT;Sinop;-11,8604;-55,5091
VOLKSWAGEN;GOL;1.0 12V FLEX MEC COM 4P;2019;MT;Sinop;-11,8604;-55,5091
VOLKSWAGEN;VIRTUS;1.6 MSI 16V AT6 FLEX COM 4P;2020;MT;Sinop;-11,8604;-55,5091
VOLKSWAGEN;VIRTUS;200 1.0 12V(CONFORTLINE)(TOTALFLEX) AT6 MEC BAS 4P;2019;MT;Sorriso;-12,5425;-55,7211
HYUNDAI;HB20;LIMITED 1.0 12V MT5 MEC COM 4P;2023;MT;Cáceres;-16,0754;-57,681
VOLKSWAGEN;GOL;1.0 12V FLEX MEC COM 4P;2022;MT;Cáceres;-16,0754;-57,681
CHEVROLET;ONIX PLUS;LT 1.0 TB 12V AT6 AUT COM 4P;2021;RO;Ji-Paraná;-10,8814;-61,9517
CHEVROLET;ONIX PLUS;LT 1.0 TB 12V AT6 AUT COM 4P;2021;RO;Rolim de Moura;-11,7269;-61,7789
CHEVROLET;S-10;CD LTZ 4X4 2.8 200CV TB-CTDI AT AUT COM 4P;2020;RO;Ji-Paraná;-10,8814;-61,9517
CHEVROLET;TRACKER;LTZ 1.2 TURBO 12V AT6 AUT COM 4P;2021;RO;Rolim de Moura;-11,7269;-61,7789
FIAT;ARGO;TREKKING 1.8 16V AT6 AUT COM 4P;2020;RO;Ji-Paraná;-10,8814;-61,9517
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2019;RO;Costa Marques;-12,4469;-64,2289
HYUNDAI;CRETA;SMART 1.6 16V AT6 FLEX AUT BAS 4P;2021;RO;Ji-Paraná;-10,8814;-61,9517
HYUNDAI;CRETA;SMART 1.6 16V AT6 FLEX AUT COM 4P;2019;RO;Ji-Paraná;-10,8814;-61,9517
HYUNDAI;CRETA;SMART 1.6 16V AT6 FLEX AUT COM 4P;2019;RO;Ji-Paraná;-10,8814;-61,9517
HYUNDAI;HB20;COMFORT 1.0 12V MEC BAS 4P;2018;RO;Ji-Paraná;-10,8814;-61,9517
HYUNDAI;HB20;COMFORT 1.0 12V MEC COM 4P;2018;RO;Ji-Paraná;-10,8814;-61,9517
HYUNDAI;HB20;COMFORT PLUS 1.0 12V FLEX MEC COM 4P;2019;RO;Ji-Paraná;-10,8814;-61,9517
HYUNDAI;HB20;SENSE 1.0 12V MT5 MEC BAS 4P;2020;RO;Ouro Preto do Oeste;-10,7481;-62,2158
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;RO;Ji-Paraná;-10,8814;-61,9517
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;RO;Ouro Preto do Oeste;-10,7481;-62,2158
HYUNDAI;HB20S;COMFORT PLUS 1.0 12V(FLEX) MT5 COM 4P;2019;RO;Ji-Paraná;-10,8814;-61,9517
HYUNDAI;HB20S;COMFORT PLUS 1.0 TB 12V(FLEX) MEC COM 4P;2019;RO;Ji-Paraná;-10,8814;-61,9517
HYUNDAI;HB20S;COMFORT STYLE(AUT.) 1.6 16V(FLEX) AUT COM 4P;2016;RO;Ji-Paraná;-10,8814;-61,9517
HYUNDAI;HB20S;STYLE 1.6 16V AT FLEX AUT COM 4P;2019;RO;Ji-Paraná;-10,8814;-61,9517
VOLKSWAGEN;GOL;COMFORTLINE 1.6 8V(G6)(TOTALFLEX) MEC COM 4P;2018;RO;Ji-Paraná;-10,8814;-61,9517
VOLKSWAGEN;T-CROSS;HIGHLINE 250(SKY VIEW) 1.4 TSI AT6 AUT COM 4P;2022;RO;Ji-Paraná;-10,8814;-61,9517
VOLKSWAGEN;TAOS;COMFORTLINE 250 1.4 TSI TB AT6 AUT COM 4P;2022;RO;Ji-Paraná;-10,8814;-61,9517
VOLKSWAGEN;VIRTUS;200 1.0 12V(CONFORTLINE)(TOTALFLEX) AT6 MEC BAS 4P;2021;RO;Rolim de Moura;-11,7269;-61,7789
CHEVROLET;ONIX;JOY 1.0 8V MT6 ECO FLEX MEC COM 4P;2018;MT;Rondonópolis;-16,4706;-54,6358
CHEVROLET;ONIX;JOY 1.0 8V MT6 ECO FLEX MEC COM 4P;2019;MT;Rondonópolis;-16,4706;-54,6358
CHEVROLET;ONIX;JOY BLACK EDITION 1.0 8V MT MEC COM 4P;2020;MT;Rondonópolis;-16,4706;-54,6358
CHEVROLET;ONIX;LS 1.0 8V SPE/4(FLEX) MEC COM 4P;2016;MT;Rondonópolis;-16,4706;-54,6358
CHEVROLET;ONIX;LT 1.0 12V MT6 MEC COM 4P;2020;MT;Rondonópolis;-16,4706;-54,6358
CHEVROLET;ONIX;LT 1.0 12V MT6 MEC COM 4P;2020;MT;Rondonópolis;-16,4706;-54,6358
CHEVROLET;ONIX;LT 1.0 12V MT6 MEC COM 4P;2020;MT;Rondonópolis;-16,4706;-54,6358
CHEVROLET;ONIX;LT 1.0 8V MT6 ECO FLEX MEC BAS 4P;2017;MT;Rondonópolis;-16,4706;-54,6358
CHEVROLET;ONIX;LT 1.0 8V MT6 ECO FLEX MEC COM 4P;2019;MT;Rondonópolis;-16,4706;-54,6358
CHEVROLET;ONIX;LT 1.0 8V MT6 ECO FLEX MEC COM 4P;2019;MT;Rondonópolis;-16,4706;-54,6358
CHEVROLET;ONIX;LTZ 1.0 TB 12V AT6 AUT COM 4P;2020;MT;Rondonópolis;-16,4706;-54,6358
CHEVROLET;ONIX;LTZ 1.4 8V MT6 ECO FLEX MEC COM 4P;2017;MT;Rondonópolis;-16,4706;-54,6358
CHEVROLET;ONIX;LTZ 1.4 8V SPE/4(FLEX) MEC COM 4P;2015;MT;Alto Taquari;-17,8258;-53,2792
CHEVROLET;ONIX;PREMIER 1.0 TB 12V AT6 AUT COM 4P;2021;MT;Rondonópolis;-16,4706;-54,6358
CHEVROLET;PRISMA;JOY 1.0 8V MT6 ECO FLEX MEC COM 4P;2018;MT;Pedra Preta;-16,6242;-54,4728
CHEVROLET;PRISMA;JOY 1.0 8V MT6 ECO FLEX MEC COM 4P;2019;MT;Rondonópolis;-16,4706;-54,6358
CHEVROLET;PRISMA;LT 1.0 8V MT6 ECO FLEX MEC COM 4P;2017;MT;Rondonópolis;-16,4706;-54,6358
